Molecule ChEMBL ID,Molecule Name,Molecular Weight,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Assay ChEMBL ID,Assay Description,Target ChEMBL ID,Target Name,Target Organism,Document ChEMBL ID
CHEMBL5287505,,357.21,3.94,Brc1cccc(Nc2ncnc3ccc4c(c23)OCCN4)c1,IC50,'=',120.5,nM,6.92,CHEMBL5240016,Inhibition of wild type EGFR (unknown origin) autophosphorylation by Kinase-Glo luminescent assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5236631
CHEMBL3353410,OSIMERTINIB,499.62,4.51,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',0.55,nM,9.26,CHEMBL4714437,Inhibition of recombinant human N-terminal GST-tagged EGFR T790M/L858R double mutant using biotinylated TK peptide as substrate measured after 30 mins by HTRF assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4706705
CHEMBL5173534,,629.17,5.53,COc1cc(N(C)CCN(C)C)c(NC(=O)c2ccnc(Cl)c2)cc1Nc1nccc(-c2cn(CCCO)c3ccccc23)n1,IC50,'=',137.0,nM,6.86,CHEMBL5140666,Inhibition of EGFR L858R/T790M/C797S mutant (unknown origin) by mobility shift assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5137051
CHEMBL939,GEFITINIB,446.91,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,IC50,'=',8.43,nM,8.07,CHEMBL5160698,Inhibition of EGFR (unknown origin),CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5154779
CHEMBL4286871,,248.72,3.31,CCNc1cc(Nc2cccc(Cl)c2)ncn1,IC50,'=',170.0,nM,6.77,CHEMBL4267255,Inhibition of N-terminal GST-tagged wild type human EGFR cytoplasmic domain (669 to 1210 residues) expressed in baculovirus expression system using FAM-labeled peptide as substrate after 10 mins by mobility shift assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4265907
CHEMBL5195167,,416.49,2.98,Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4ccccc4n3[C@H]3CC[C@H](O)CC3)ccn2)cn1,IC50,'=',540.0,nM,6.27,CHEMBL5143770,Inhibition of wild type EGFR (unknown origin),CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5143505
CHEMBL4291900,,494.98,4.45,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCN4CCOCC4)cc3)ncc2Cl)c1,IC50,'=',94.7,nM,7.02,CHEMBL4271007,"Inhibition of N-terminal GST tagged human recombinant EGFR L858R/T790M mutant (695 to end amino acids) expressed in baculovirus infected Sf9 insect cells using Poly (4:1 Glu, Tyr) Peptide substrate by ADP-Glo assay",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4270490
CHEMBL4280174,,464.96,4.57,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(CN3CCOCC3)cc2)ncc1Cl,IC50,'=',15.3,nM,7.82,CHEMBL4271007,"Inhibition of N-terminal GST tagged human recombinant EGFR L858R/T790M mutant (695 to end amino acids) expressed in baculovirus infected Sf9 insect cells using Poly (4:1 Glu, Tyr) Peptide substrate by ADP-Glo assay",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4270490
CHEMBL5412305,,579.73,5.82,CC(C)S(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,IC50,'=',3.4,nM,8.47,CHEMBL5374826,Inhibition of EGFR L858R/T790M/C797S triple mutant (unknown origin) using polyE4Y1 as substrate incubated for 5 mins with compound followed by substrate addition measured after 60 mins in presence of ATP by ADP-Glo reagent based assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5370655
CHEMBL5432141,,593.75,6.21,CCCCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,IC50,'=',4.3,nM,8.37,CHEMBL5374826,Inhibition of EGFR L858R/T790M/C797S triple mutant (unknown origin) using polyE4Y1 as substrate incubated for 5 mins with compound followed by substrate addition measured after 60 mins in presence of ATP by ADP-Glo reagent based assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5370655
CHEMBL5439238,,581.74,5.44,CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCN(C(C)C)CC4)cc3)n2)s1,IC50,'=',3.7,nM,8.43,CHEMBL5374826,Inhibition of EGFR L858R/T790M/C797S triple mutant (unknown origin) using polyE4Y1 as substrate incubated for 5 mins with compound followed by substrate addition measured after 60 mins in presence of ATP by ADP-Glo reagent based assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5370655
CHEMBL5400143,,620.82,6.49,CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(C5CCN(C)CC5)cc4)n3)s2)CC1,IC50,'=',15.0,nM,7.82,CHEMBL5374826,Inhibition of EGFR L858R/T790M/C797S triple mutant (unknown origin) using polyE4Y1 as substrate incubated for 5 mins with compound followed by substrate addition measured after 60 mins in presence of ATP by ADP-Glo reagent based assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5370655
CHEMBL5438643,,626.76,5.65,CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCOCC5)c(F)c4)n3)s2)CC1,IC50,'=',77.0,nM,7.11,CHEMBL5374826,Inhibition of EGFR L858R/T790M/C797S triple mutant (unknown origin) using polyE4Y1 as substrate incubated for 5 mins with compound followed by substrate addition measured after 60 mins in presence of ATP by ADP-Glo reagent based assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5370655
CHEMBL5414782,,515.62,5.62,CC(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,IC50,'=',2.1,nM,8.68,CHEMBL5374830,Inhibition of EGFR L858R mutant (unknown origin) using polyE4Y1 as substrate incubated for 5 mins with compound followed by substrate addition measured after 60 mins in presence of ATP by ADP-Glo reagent based assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5370655
CHEMBL3361128,,254.24,2.71,O=C1/C(=C\c2ccc(O)c(O)c2)Oc2ccccc21,IC50,'=',100000.0,nM,4.0,CHEMBL3372237,Inhibition of recombinant EGFR (unknown origin) after 60 mins by z'-lyte kinase assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3351909
CHEMBL5185287,,425.51,3.63,CNc1ncc(C(C)C)c2cc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)ncc12,IC50,'=',10000.0,nM,5.0,CHEMBL5141216,Inhibition of N-terminal GST tagged recombinant wild type human EGFR expressed in baculovirus infected Sf9 insect cells expression system using 5-FAM-EEPLYINSFPAKKK-CONH peptide as substrate preincubated for 10 mins followed by peptide substrate addition in presence of ATP,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5137066
CHEMBL5208679,,451.55,3.8,CC(C)c1cnc(N2CCC2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,'=',20.0,nM,7.7,CHEMBL5141217,Inhibition of EGF stimulated EGFR L858R/T790M double mutant phosphorylation in human NCI-H1975 cells preincubated for 4 to 5 hrs followed by EGF stimulation for 10 mins by AlphaLISA method,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5137066
CHEMBL5169349,,476.56,3.55,CC(C)c1cnc(N2CC(C#N)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,'=',17.0,nM,7.77,CHEMBL5141217,Inhibition of EGF stimulated EGFR L858R/T790M double mutant phosphorylation in human NCI-H1975 cells preincubated for 4 to 5 hrs followed by EGF stimulation for 10 mins by AlphaLISA method,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5137066
CHEMBL5200991,,557.7,3.46,CC(C)c1cnc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,IC50,'=',1.7,nM,8.77,CHEMBL5141217,Inhibition of EGF stimulated EGFR L858R/T790M double mutant phosphorylation in human NCI-H1975 cells preincubated for 4 to 5 hrs followed by EGF stimulation for 10 mins by AlphaLISA method,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5137066
CHEMBL4456976,,314.41,3.14,Cc1cc(=O)n2nc(SCc3ccc(C(C)C)cc3)nc2[nH]1,IC50,'=',62.0,nM,7.21,CHEMBL4341977,Inhibition of human recombinant GST-tagged EGFR L858R/T790M mutant expressed in baculovirus expression system reduction in phosphorylation using tyrosine 4 peptide as substrate after 60 mins FRET based Z'-LYTE assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4340550
CHEMBL4539566,,286.36,2.33,Cc1ccc(CSc2nc3[nH]c(C)cc(=O)n3n2)cc1,IC50,'=',168.0,nM,6.78,CHEMBL4341977,Inhibition of human recombinant GST-tagged EGFR L858R/T790M mutant expressed in baculovirus expression system reduction in phosphorylation using tyrosine 4 peptide as substrate after 60 mins FRET based Z'-LYTE assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4340550
CHEMBL3360602,,472.86,4.75,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-],IC50,'=',0.77,nM,9.11,CHEMBL3375345,Inhibition of wild type EGFR (unknown origin) by Z'-Lyte kinase assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3352011
CHEMBL2425094,,474.99,4.99,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(CSC2)C1,IC50,'=',48.0,nM,7.32,CHEMBL2429426,Inhibition of wild type EGFR (unknown origin) after 24 hrs by fluorescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL2424588
CHEMBL2425090,,418.86,3.23,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC(O)C1,IC50,'=',26.0,nM,7.58,CHEMBL2429426,Inhibition of wild type EGFR (unknown origin) after 24 hrs by fluorescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL2424588
CHEMBL939,GEFITINIB,446.91,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,IC50,'=',23.0,nM,7.64,CHEMBL2429426,Inhibition of wild type EGFR (unknown origin) after 24 hrs by fluorescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL2424588
CHEMBL2425086,,472.95,4.67,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCC2(COC2)C1,IC50,'=',15.0,nM,7.82,CHEMBL2429426,Inhibition of wild type EGFR (unknown origin) after 24 hrs by fluorescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL2424588
CHEMBL3621220,,522.96,5.89,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCOC,IC50,'=',102.2,nM,6.99,CHEMBL3625155,Inhibition of EGFR (unknown origin) by ELISA method,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3621102
CHEMBL3622641,,592.07,5.97,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,IC50,'=',510.2,nM,6.29,CHEMBL3625155,Inhibition of EGFR (unknown origin) by ELISA method,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3621102
CHEMBL3633936,,565.0,6.17,CCOC(=O)C(=CNc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1)C(=O)OCC,IC50,'=',812.0,nM,6.09,CHEMBL3636784,Inhibition of EGFR (unknown origin) after 120 mins by HotSpot assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3632549
CHEMBL3633928,,437.86,5.24,NC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,IC50,'=',99.0,nM,7.0,CHEMBL3636784,Inhibition of EGFR (unknown origin) after 120 mins by HotSpot assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3632549
CHEMBL4465558,,517.01,4.34,COc1cc(N2CCNC2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,IC50,'=',765.0,nM,6.12,CHEMBL4348480,Inhibition of N-terminal GST-tagged human EGFR cytoplasmic domain (669 to 1210 residues) expressed in Baculovirus expression system using srctide as substrate incubated for 1 hr by mobility shift assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4346688
CHEMBL3221548,,566.53,6.49,CCCCOc1cc2c(Nc3ccc(NC(=O)OCC)c(Cl)c3)ncnc2cc1OCCN(CC)CC.Cl,IC50,'=',9800.0,nM,5.01,CHEMBL3226103,Inhibition of EGFR (unknown origin),CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3217416
CHEMBL3633143,,525.61,3.72,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',12.0,nM,7.92,CHEMBL3635659,Inhibition of EGFR 746 to 750 deletion mutant phosphorylation in human HCC827 cells after 60 mins by mesoscale multiplex assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3632511
CHEMBL4468924,,495.99,5.18,CC1CCN(C/C=C/C(=O)N2CCOc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc32)CC1,IC50,'=',40.0,nM,7.4,CHEMBL4432452,Inhibition of EGFR phosphorylation in EGF-stimulated human KB cells preincubated for 1 hr followed by EGF stimulation measured after 6 mins by ELISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4431348
CHEMBL2441565,,441.89,4.01,CN(C)C/C=C/C(=O)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,IC50,'=',14.0,nM,7.85,CHEMBL4432452,Inhibition of EGFR phosphorylation in EGF-stimulated human KB cells preincubated for 1 hr followed by EGF stimulation measured after 6 mins by ELISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4431348
CHEMBL939,GEFITINIB,446.91,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,IC50,'=',6.5,nM,8.19,CHEMBL3624312,Inhibition of EGFR L858R mutant phosphorylation in human H3255 cells,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3621142
CHEMBL3092317,,517.01,4.75,CN(C)CCCN(C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,IC50,'=',5261.0,nM,5.28,CHEMBL3095055,"Inhibition of EGFR T790M/L858M double mutant (unknown origin) expressed in baculovirus expression system using poly (Glu, Tyr) 4:1 as substrate after 60 mins by ELISA",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3091333
CHEMBL3092297,,503.94,5.3,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC(F)CC1,IC50,'=',699.0,nM,6.16,CHEMBL3095060,"Inhibition of wild type EGFR (unknown origin) expressed in baculovirus expression system using poly (Glu, Tyr) 4:1 as substrate after 60 mins by ELISA",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3091333
CHEMBL3623280,,416.84,3.65,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1C(=O)N1CCOCC1,IC50,'=',166.0,nM,6.78,CHEMBL3624312,Inhibition of EGFR L858R mutant phosphorylation in human H3255 cells,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3621142
CHEMBL4792967,,609.65,5.56,C=CC(=O)Nc1cc(Nc2ncc(C(F)(F)F)c(-c3cn(C4COC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',0.17,nM,9.77,CHEMBL4714437,Inhibition of recombinant human N-terminal GST-tagged EGFR T790M/L858R double mutant using biotinylated TK peptide as substrate measured after 30 mins by HTRF assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4706705
CHEMBL4790568,,523.64,4.61,C#CCn1cc(-c2ccnc(Nc3cc(NC(=O)C=C)c(N(C)CCN(C)C)cc3OC)n2)c2ccccc21,IC50,'=',1.01,nM,9.0,CHEMBL4714437,Inhibition of recombinant human N-terminal GST-tagged EGFR T790M/L858R double mutant using biotinylated TK peptide as substrate measured after 30 mins by HTRF assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4706705
CHEMBL4790568,,523.64,4.61,C#CCn1cc(-c2ccnc(Nc3cc(NC(=O)C=C)c(N(C)CCN(C)C)cc3OC)n2)c2ccccc21,IC50,'=',13.72,nM,7.86,CHEMBL4714438,Inhibition of wild-type EGFR (unknown origin) using biotinylated TK peptide as substrate measured after 30 mins by HTRF assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4706705
CHEMBL3939429,,331.38,4.51,COc1ccc(-c2cc3c(NCc4ccccc4)ncnc3o2)cc1,IC50,'=',74.0,nM,7.13,CHEMBL3857034,Inhibition of recombinant human GST-tagged EGFR cytoplasmic domain (668 to 1210 residues) expressed in baculovirus by Z'-LYTE assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3856204
CHEMBL3960853,,443.55,4.81,C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN4CCOCC4)cc3)cc12)c1ccccc1,IC50,'=',1.1,nM,8.96,CHEMBL3857034,Inhibition of recombinant human GST-tagged EGFR cytoplasmic domain (668 to 1210 residues) expressed in baculovirus by Z'-LYTE assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3856204
CHEMBL4750343,,520.55,1.95,COc1ccc(C2N=C(C(N)=O)c3ncn(-c4ccc(N5CCN(C)CC5)c([N+](=O)[O-])c4)c3N2)cc1OC,IC50,'=',236.38,nM,6.63,CHEMBL4700377,Inhibition of EGFR (unknown origin) using Tyrosine 4 peptide and ATP as substrate incubated for 1 hr by Z'-lyte kinase assay based UV-VIS spectrophotometric method,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4699428
CHEMBL2093753,,412.48,4.1,O=C(Cc1cccs1)Nc1cccc(-c2ccc3nnc(-c4cccnc4)n3n2)c1,IC50,'=',79.0,nM,7.1,CHEMBL5380163,Inhibition of EGFR (unknown origin) by KINOMEscan method,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5376009
CHEMBL3758502,,347.38,3.25,CC1(C)OCc2c(Nc3n[nH]c4ccccc34)nc(-c3cn[nH]c3)nc21,IC50,'=',600.0,nM,6.22,CHEMBL3761494,Inhibition of EGFR T790M/L858R mutant autophosphorylation in human H1975 cells,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3758169
CHEMBL4083815,,416.89,5.22,O=c1c2ccccc2nc(-c2ccccc2)n1-c1nnc(-c2ccccc2Cl)s1,IC50,'=',7230.0,nM,5.14,CHEMBL4025907,Inhibition of recombinant human N-terminal GST-tagged EGFR T790M mutant (668 to 1210 residues) expressed in baculovirus expression system preincubated for 5 mins with substrate followed by ATP addition measued after 30 mins by HTRF method,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4024718
CHEMBL3758939,,374.47,4.63,C[C@@H](Nc1ncnc2sc(-c3cccc(C(N)=O)c3)cc12)c1ccccc1,IC50,'=',5.0,nM,8.3,CHEMBL3761557,Inhibition of EGFR (unknown origin) by Z -LYTE assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3758163
CHEMBL4067855,,536.85,8.22,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(Cl)cc(Cl)c4)cc3)ncc2Cl)c1,IC50,'=',11.3,nM,7.95,CHEMBL4025984,"Inhibition of recombinant human EGFR T790M/L858R double mutant (695 to end residues) using Poly (4:1 Glu, Tyr) as substrate after 1 hr by ADP-Glo assay",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4024721
CHEMBL4531697,,693.61,4.88,C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',9.0,nM,8.05,CHEMBL4382299,Inhibition of GST-tagged human EGFR T790M mutant cytoplasmic domain (668 to 1210 residues) expressed in baculovirus expression system using Poly G:T (4:1) as substrate after 30 mins by Z-LYTE assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4382192
CHEMBL3805584,,391.43,3.54,C#Cc1cccc(Nc2ncnc3cc(OC(C)COC)c4c(c23)OCCO4)c1,IC50,'=',473.6,nM,6.33,CHEMBL3807186,Inhibition of wild type EGFR (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3804755
CHEMBL3805089,,396.4,4.15,Cc1ccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)cc1[N+](=O)[O-],IC50,'=',184.5,nM,6.73,CHEMBL3807186,Inhibition of wild type EGFR (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3804755
CHEMBL3805333,,416.37,3.22,COCCOc1cc2ncnc(Nc3ccc(F)c([N+](=O)[O-])c3)c2c2c1OCCO2,IC50,'=',43.8,nM,7.36,CHEMBL3807186,Inhibition of wild type EGFR (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3804755
CHEMBL3545308,ROCILETINIB,555.56,4.78,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,IC50,'=',62.0,nM,7.21,CHEMBL3789482,Inhibition of EGFR L858R / T790M double mutant phosphorylation in human NCI-H1975 cells after 1 hr by Western blot analysis,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3785051
CHEMBL3353410,OSIMERTINIB,499.62,4.51,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',36.0,nM,7.44,CHEMBL3790970,Inhibition of EGFR L858R mutant autophosphorylation in human H3255 cells after 2 hrs by sandwich ELISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3785081
CHEMBL939,GEFITINIB,446.91,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,IC50,'=',22.5,nM,7.65,CHEMBL3807187,Inhibition of EGFR T790M/L858R double mutant (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3804755
CHEMBL3805325,,403.44,3.68,C#Cc1cccc(Nc2ncnc3cc(OCC4CCCO4)c4c(c23)OCCO4)c1,IC50,'=',121.0,nM,6.92,CHEMBL3807187,Inhibition of EGFR T790M/L858R double mutant (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3804755
CHEMBL3805177,,416.82,4.49,CC(C)Oc1cc2ncnc(Nc3ccc(Cl)c([N+](=O)[O-])c3)c2c2c1OCCO2,IC50,'=',1303.2,nM,5.88,CHEMBL3807187,Inhibition of EGFR T790M/L858R double mutant (unknown origin) autophosphorylation preincubated for 30 mins followed by ATP addition measured after 1 hr by kinase-glo luminescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3804755
CHEMBL3678955,,629.14,7.08,CC(C)n1c(Nc2ccc(NC(=O)Nc3ccc(F)c(Cl)c3)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,IC50,'=',11.0,nM,7.96,CHEMBL3706157,"Inhibition Assay: The object of this assay was to test the inventive compounds for the kinase inhibitory activity in vitro. In this assay, an isotopic labeling method was used to label the gamma phosphate group on ATP. EGFR (including wild type, L858R mutant type and L858R/T790M double mutant type), VEGFR2, ALK, BTK, c-KIT, c-SRC, MET, PDGFRalpha and FLT3 kinases were tested in vitro for the activity inhibition. Staurosporine was used as a reference molecule (or referred to as a positive control). The kinase inhibitory activities of the tested compounds were expressed in the IC50 value (half inhibition concentration) or the kinase activity inhibitory rate by the tested compounds at 10 uM. The IC50 value can be obtained by the calculation of the inhibitory rates at a series of different concentrations of the tested compounds. 1. Materials:  20mM 3-(N-morpholinyl)propylsulfonic acid (MOPS);  1mM Ethylenediaminetetraacetic acid (EDTA);  0.01% Polyethylene glycol lauryl ether (Brij-35).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3638579
CHEMBL4853833,,589.6,5.24,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,IC50,'=',27.0,nM,7.57,CHEMBL4815790,Inhibition of recombinant human N-terminal GST-tagged EGFR (669 to 1210 residues) expressed in baculovirus expression system using peptide as substrate incubated for 2 hrs followed by substrate addition and measured after 30 mins by TR-FRET assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4813962
CHEMBL4280395,,340.36,4.12,COc1ccc(OC)c(Nc2cc(Nc3ccc(F)cc3)ncn2)c1,IC50,'=',336.0,nM,6.47,CHEMBL4267255,Inhibition of N-terminal GST-tagged wild type human EGFR cytoplasmic domain (669 to 1210 residues) expressed in baculovirus expression system using FAM-labeled peptide as substrate after 10 mins by mobility shift assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4265907
CHEMBL4292351,,494.98,4.58,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(CN4CCOCC4)cc3OC)ncc2Cl)c1,IC50,'=',17.0,nM,7.77,CHEMBL4271007,"Inhibition of N-terminal GST tagged human recombinant EGFR L858R/T790M mutant (695 to end amino acids) expressed in baculovirus infected Sf9 insect cells using Poly (4:1 Glu, Tyr) Peptide substrate by ADP-Glo assay",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4270490
